Removed outlier bonne poire-A2BHUTBWJQHDHJ, z-value: 5.58
Removed outlier année scolaire-A279WQK18ZHEOT, z-value: 5.63
Removed outlier petit-nègre-A279WQK18ZHEOT, z-value: 3.53
Removed outlier haute montagne-A1CEXQJZ8P1TML, z-value: 5.00
Removed outlier match nul-A28WKEUHQLFVS3, z-value: 4.49
Removed outlier haute montagne-A28WKEUHQLFVS3, z-value: 3.74
Removed outlier belle-mère-A28WKEUHQLFVS3, z-value: 2.69
Removed outlier eau douce-A28WKEUHQLFVS3, z-value: 3000000.00
Removed outlier intérêt général-A28WKEUHQLFVS3, z-value: 2.76
Removed outlier soirée privée-A28WKEUHQLFVS3, z-value: 2.69
Removed outlier site officiel-A28WKEUHQLFVS3, z-value: 4.90
Removed outlier centre commercial-A28WKEUHQLFVS3, z-value: 3.61
Removed outlier téléphone portable-A28WKEUHQLFVS3, z-value: 2000000.00
Removed outlier temps plein-A2YFIKHYSZ1QNS, z-value: 2.81
Removed outlier sécurité routière-A3PSYSQCH6A8KM, z-value: 2.65
Removed outlier bon vent-A3PSYSQCH6A8KM, z-value: 4.14
Removed outlier bonne humeur-A3PSYSQCH6A8KM, z-value: 3.88
Removed outlier poupée russe-A3PSYSQCH6A8KM, z-value: 2.52
Removed outlier monument historique-A3PSYSQCH6A8KM, z-value: 3.02
Removed outlier mauvaise langue-A3PSYSQCH6A8KM, z-value: 3.18
Removed outlier gros mot-A9MMPXVIAJF6Y, z-value: 3.43
Removed outlier partie fine-A9MMPXVIAJF6Y, z-value: 4.71
Removed outlier recherche scientifique-A3IBYEDO9QUCBT, z-value: 13.88
Removed outlier droit fondamental-A3IBYEDO9QUCBT, z-value: 7.48
Removed outlier bras droit-A3IBYEDO9QUCBT, z-value: 4.97
Removed outlier grippe aviaire-A3IBYEDO9QUCBT, z-value: 2.64
Removed outlier coup franc-A3IBYEDO9QUCBT, z-value: 2.70
Removed outlier mort-né-A1GHRGMTWG85LX, z-value: 15.25
Removed outlier huile essentielle-A1GHRGMTWG85LX, z-value: 5.92
Removed outlier bonne pratique-A1HHZOJ0WSPB9V, z-value: 3.28
Removed outlier foie gras-A1WWO1825Y43V2, z-value: 3.43
Removed outlier centre commercial-A1WWO1825Y43V2, z-value: 3.61
Removed outlier marée noire-A1WWO1825Y43V2, z-value: 2.94
Removed outlier belle-mère-A1WWO1825Y43V2, z-value: 2.63
Removed outlier carte bleue-A1WWO1825Y43V2, z-value: 2.62
Removed outlier coup dur-A1WWO1825Y43V2, z-value: 2.81
Removed outlier premier plan-A1WWO1825Y43V2, z-value: 2.54
Removed outlier petit salé-A1WWO1825Y43V2, z-value: 2.74
Removed outlier gros mot-A1NS0VV0O15K29, z-value: 11.66
Removed outlier faux-semblant-A1NS0VV0O15K29, z-value: 3.06
Removed outlier bas-côté-A1NS0VV0O15K29, z-value: 2.59
Removed outlier petit ami-A1NS0VV0O15K29, z-value: 2.87
Removed outlier centre commercial-A1NS0VV0O15K29, z-value: 2.57
Removed outlier second rôle-A1NS0VV0O15K29, z-value: 3.61
Removed outlier fait divers-A1NS0VV0O15K29, z-value: 3.73
Removed outlier guerre civile-A1NS0VV0O15K29, z-value: 2.69
Removed outlier parti pris-A1NS0VV0O15K29, z-value: 2.73
Removed outlier grande surface-AAASQIW3J32OL, z-value: 2.65
Removed outlier table basse-AIH9VLD92GHFH, z-value: 2.55
Removed outlier temps mort-AIH9VLD92GHFH, z-value: 4.35
Removed outlier art contemporain-AIH9VLD92GHFH, z-value: 3.61
Removed outlier grande surface-AIH9VLD92GHFH, z-value: 2.65
Removed outlier bouc émissaire-AIH9VLD92GHFH, z-value: 3.20
Removed outlier sécurité routière-AIH9VLD92GHFH, z-value: 2.65
Removed outlier coup franc-AIH9VLD92GHFH, z-value: 2.91
Removed outlier parti politique-AIH9VLD92GHFH, z-value: 3.74
Removed outlier idée reçue-AIH9VLD92GHFH, z-value: 4.35
Removed outlier petite nature-AIH9VLD92GHFH, z-value: 3.43
Removed outlier prévision météorologique-AIH9VLD92GHFH, z-value: 2.76
Removed outlier club privé-AIH9VLD92GHFH, z-value: 2.69
Removed outlier petit beurre-AIH9VLD92GHFH, z-value: 2.97
Removed outlier dernier mot-AIH9VLD92GHFH, z-value: 2.79
Removed outlier baie vitrée-AIH9VLD92GHFH, z-value: 3.07
Removed outlier chambre froide-AIH9VLD92GHFH, z-value: 3.46
Removed outlier monument historique-AIH9VLD92GHFH, z-value: 3.02
Removed outlier soirée privée-AIH9VLD92GHFH, z-value: 2.69
Removed outlier grippe aviaire-AWMQYV1RQM94M, z-value: 5.19
Removed outlier casque bleu-AWMQYV1RQM94M, z-value: 2.89
Removed outlier réseau social-AWMQYV1RQM94M, z-value: 2.60
Removed outlier région parisienne-AWMQYV1RQM94M, z-value: 3.42
Removed outlier mauvaise foi-AWMQYV1RQM94M, z-value: 3.63
Removed outlier vin rouge-AWMQYV1RQM94M, z-value: 4.35
Removed outlier petit pois-AWMQYV1RQM94M, z-value: 2.57
Removed outlier trou noir-AWMQYV1RQM94M, z-value: 2.99
Removed outlier pièce montée-AWMQYV1RQM94M, z-value: 2.51
Removed outlier pot-pourri-AWMQYV1RQM94M, z-value: 3.02
Removed outlier service public-AWMQYV1RQM94M, z-value: 2.91
Removed outlier valeur sûre-AWMQYV1RQM94M, z-value: 2.95
Removed outlier expérience professionnelle-AWMQYV1RQM94M, z-value: 4.35
Removed outlier bon sens-AWMQYV1RQM94M, z-value: 3.74
Removed outlier parti politique-AWMQYV1RQM94M, z-value: 3.74
Removed outlier conseil municipal-AWMQYV1RQM94M, z-value: 4.32
Removed outlier foie gras-AWMQYV1RQM94M, z-value: 2.69
Removed outlier chute libre-AWMQYV1RQM94M, z-value: 2.65
Removed outlier mort-né-AWMQYV1RQM94M, z-value: 2.76
Removed outlier eau vive-AWMQYV1RQM94M, z-value: 2.65
Removed outlier dernier mot-AWMQYV1RQM94M, z-value: 5.40
Removed outlier temps partiel-AWMQYV1RQM94M, z-value: 2.87
Removed outlier haute montagne-AWMQYV1RQM94M, z-value: 4.09
Removed outlier fait divers-AWMQYV1RQM94M, z-value: 2.75
Removed outlier famille nombreuse-AWMQYV1RQM94M, z-value: 3.92
Removed outlier guerre civile-AWMQYV1RQM94M, z-value: 2.72
Removed outlier soirée privée-AWMQYV1RQM94M, z-value: 2.69
Removed outlier réchauffement climatique-AWMQYV1RQM94M, z-value: 5.07
Removed outlier sécurité sociale-AWMQYV1RQM94M, z-value: 4.50
Removed outlier jeune fille-A1KJ5ZRAUPYJQ9, z-value: 3.20
Removed outlier art contemporain-A1KJ5ZRAUPYJQ9, z-value: 3.61
Removed outlier parc naturel-AT1A6PD6V13UB, z-value: 3.73
Removed outlier petit déjeuner-A3DIJGD3XCW8OK, z-value: 5.04
Removed outlier réchauffement climatique-APDCE8BMFDB0Q, z-value: 1000000.00
Removed outlier temps fort-A1I18Z69RAYHT2, z-value: 2.71
Removed outlier chauve souris-A1I18Z69RAYHT2, z-value: 3.29
Removed outlier grande surface-A1I18Z69RAYHT2, z-value: 2.57
Removed outlier petit écran-A1I18Z69RAYHT2, z-value: 5.48
Removed outlier petit joueur-A1I18Z69RAYHT2, z-value: 2.75
Removed outlier bas-côté-A1I18Z69RAYHT2, z-value: 2.59
Removed outlier sang froid-A1I18Z69RAYHT2, z-value: 2.69
Removed outlier baie vitrée-A1I18Z69RAYHT2, z-value: 3.85
Removed outlier vin blanc-A1I18Z69RAYHT2, z-value: 2.94
Removed outlier téléphone arabe-A1I18Z69RAYHT2, z-value: 3.00
Removed outlier courrier électronique-A1I18Z69RAYHT2, z-value: 3.43
Removed outlier sécurité sociale-A1I18Z69RAYHT2, z-value: 3.32
Removed outlier grande entreprise-A1QX4X1ZBNENAV, z-value: 2.52
Removed outlier pied-noir-A3B6ICJJRH7OA3, z-value: 2000000.00
Removed outlier petit ami-A3B6ICJJRH7OA3, z-value: 2.87
Removed outlier sang froid-A3B6ICJJRH7OA3, z-value: 3.42
Removed outlier berger allemand-A3B6ICJJRH7OA3, z-value: 2.65
Removed outlier faux cul-A3B6ICJJRH7OA3, z-value: 2.91
Removed outlier vieille fille-A3B6ICJJRH7OA3, z-value: 2.51
Removed outlier poupée russe-A3B6ICJJRH7OA3, z-value: 2.52
Removed outlier première dame-A3B6ICJJRH7OA3, z-value: 2.71
Removed outlier guerre civile-A3B6ICJJRH7OA3, z-value: 2.69
Removed outlier jeune fille-A3R9Z6OUHV18XG, z-value: 3.20
Removed outlier bonne pratique-A3R9Z6OUHV18XG, z-value: 2.52
Removed outlier sang froid-A3R9Z6OUHV18XG, z-value: 2.69
Removed outlier vie associative-A3J3HN43H19K0G, z-value: 3.44
Removed outlier crème glacée-A3J3HN43H19K0G, z-value: 3.00
Removed outlier pied-noir-A3J3HN43H19K0G, z-value: 3.61
Removed outlier trou normand-A3J3HN43H19K0G, z-value: 3.23
Removed outlier valeur sûre-A3J3HN43H19K0G, z-value: 2.72
Removed outlier carte blanche-A3J3HN43H19K0G, z-value: 4.35
Removed outlier disque dur-A3J3HN43H19K0G, z-value: 5.00
Removed outlier gros plan-A2GHGBY432PZOH, z-value: 3.03
Removed outlier heure supplémentaire-AX9VBNQXJ6XU7, z-value: 5.58
Removed outlier développement économique-AX9VBNQXJ6XU7, z-value: 3.18
Removed outlier communauté urbaine-AX9VBNQXJ6XU7, z-value: 3.43
Removed outlier crème glacée-AX9VBNQXJ6XU7, z-value: 1000000.00
Removed outlier eau minérale-AX9VBNQXJ6XU7, z-value: 3.06
Removed outlier fou rire-AX9VBNQXJ6XU7, z-value: 2.61
Removed outlier matière grise-AX9VBNQXJ6XU7, z-value: 2.82
Removed outlier insertion professionnelle-AX9VBNQXJ6XU7, z-value: 2.64
Removed outlier dernier mot-AX9VBNQXJ6XU7, z-value: 3.92
Removed outlier ordure ménagère-AX9VBNQXJ6XU7, z-value: 3.28
Removed outlier grand écran-AX9VBNQXJ6XU7, z-value: 3.14
Removed outlier mauvaise langue-AX9VBNQXJ6XU7, z-value: 2.63
Removed outlier intérêt général-ABXP773STCIC3, z-value: 2.76
Removed outlier changement climatique-ABXP773STCIC3, z-value: 3.41
Removed outlier développement économique-ABXP773STCIC3, z-value: 6.01
Removed outlier directeur général-A1T6Z6OVTQMKWM, z-value: 3.61
Removed outlier club privé-A2IAW5V72DYQFE, z-value: 7.49
Removed outlier table basse-ARJPGBHF5X1HF, z-value: 2.55
Removed outlier beau-frère-ARJPGBHF5X1HF, z-value: 2.91
Removed outlier organisation syndicale-ARJPGBHF5X1HF, z-value: 7.31
Removed outlier chauve souris-ARJPGBHF5X1HF, z-value: 2.67
Removed outlier carte grise-ARJPGBHF5X1HF, z-value: 3.99
Removed outlier bras cassé-ARJPGBHF5X1HF, z-value: 2.96
Removed outlier école primaire-ARJPGBHF5X1HF, z-value: 3.61
Removed outlier haut-parleur-ARJPGBHF5X1HF, z-value: 2.85
Removed outlier bas-côté-ARJPGBHF5X1HF, z-value: 2.83
Removed outlier expérience professionnelle-ARJPGBHF5X1HF, z-value: 1000000.00
Removed outlier conseil municipal-ARJPGBHF5X1HF, z-value: 3.02
Removed outlier dernier cri-ARJPGBHF5X1HF, z-value: 3.13
Removed outlier beau-père-ARJPGBHF5X1HF, z-value: 3.07
Removed outlier septième ciel-ARJPGBHF5X1HF, z-value: 3.20
Removed outlier yeux rouges-ARJPGBHF5X1HF, z-value: 1000000.00
Removed outlier première dame-ARJPGBHF5X1HF, z-value: 5.67
Removed outlier eau chaude-ARJPGBHF5X1HF, z-value: 3.46
Removed outlier activité physique-ARJPGBHF5X1HF, z-value: 1000000.00
Removed outlier directeur général-A3HJQ7M0689GOQ, z-value: 2.65
Removed outlier table basse-A1RQUDG08EIML7, z-value: 2.55
Removed outlier vie quotidienne-A1RQUDG08EIML7, z-value: 2.94
Removed outlier belle-mère-A1RQUDG08EIML7, z-value: 2.69
Removed outlier art contemporain-A1RQUDG08EIML7, z-value: 2.91
Removed outlier chauve souris-A1RQUDG08EIML7, z-value: 3.27
Removed outlier fou rire-A1RQUDG08EIML7, z-value: 2.61
Removed outlier sécurité routière-A1RQUDG08EIML7, z-value: 2.71
Removed outlier bonne pratique-A1RQUDG08EIML7, z-value: 2.52
Removed outlier club privé-A1RQUDG08EIML7, z-value: 2.69
Removed outlier téléphone portable-A1RQUDG08EIML7, z-value: 1000000.00
Removed outlier vin blanc-A1RQUDG08EIML7, z-value: 2.94
Removed outlier famille nombreuse-A1RQUDG08EIML7, z-value: 3.92
Removed outlier courrier électronique-A1RQUDG08EIML7, z-value: 2.52
Removed outlier pleine lune-A3PJQDMYEUHVKN, z-value: 1000000.00
Removed outlier beau-frère-A3PJQDMYEUHVKN, z-value: 2.91
Removed outlier numéro vert-A3PJQDMYEUHVKN, z-value: 7.22
Removed outlier chauve souris-A3PJQDMYEUHVKN, z-value: 2.67
Removed outlier grande surface-A3PJQDMYEUHVKN, z-value: 4.13
Removed outlier école primaire-A3PJQDMYEUHVKN, z-value: 3.61
Removed outlier parachute doré-A3PJQDMYEUHVKN, z-value: 2.76
Removed outlier bouc émissaire-A3PJQDMYEUHVKN, z-value: 3.20
Removed outlier service public-A3PJQDMYEUHVKN, z-value: 2.91
Removed outlier petit ami-A3PJQDMYEUHVKN, z-value: 4.61
Removed outlier sécurité routière-A3PJQDMYEUHVKN, z-value: 2.71
Removed outlier grande entreprise-A3PJQDMYEUHVKN, z-value: 2.52
Removed outlier faux cul-A3PJQDMYEUHVKN, z-value: 2.91
Removed outlier conseil municipal-A3PJQDMYEUHVKN, z-value: 3.02
Removed outlier insertion professionnelle-A3PJQDMYEUHVKN, z-value: 2.64
Removed outlier feu vert-A3PJQDMYEUHVKN, z-value: 2.69
Removed outlier dernier cri-A3PJQDMYEUHVKN, z-value: 3.13
Removed outlier eau vive-A3PJQDMYEUHVKN, z-value: 1000000.00
Removed outlier droit fondamental-A3PJQDMYEUHVKN, z-value: 1000000.00
Removed outlier beau-père-A3PJQDMYEUHVKN, z-value: 3.07
Removed outlier cerf-volant-A3PJQDMYEUHVKN, z-value: 4.35
Removed outlier carte vitale-A3PJQDMYEUHVKN, z-value: 5.31
Removed outlier baie vitrée-A3PJQDMYEUHVKN, z-value: 3.07
Removed outlier journal officiel-A3PJQDMYEUHVKN, z-value: 4.92
Removed outlier recherche scientifique-A3PJQDMYEUHVKN, z-value: 3.61
Removed outlier eau chaude-A3PJQDMYEUHVKN, z-value: 3.46
Removed outlier site officiel-A3PJQDMYEUHVKN, z-value: 5.12
Removed outlier matière grasse-A3PJQDMYEUHVKN, z-value: 7.49
Removed outlier sucre roux-A3PJQDMYEUHVKN, z-value: 1000000.00
Removed outlier beau-frère-A3FWALK6TSJ3YF, z-value: 2.96
Removed outlier temps partiel-A3FWALK6TSJ3YF, z-value: 2.79
Removed outlier faux ami-A3FWALK6TSJ3YF, z-value: 2.70
Removed outlier monument historique-A3FWALK6TSJ3YF, z-value: 4.50
Removed outlier court-circuit-A3F5ND4OV61TT6, z-value: 2.71
Removed outlier trou normand-A3F5ND4OV61TT6, z-value: 2.66
Removed outlier roulette russe-A3F5ND4OV61TT6, z-value: 4.14
Removed outlier temps réel-A3F5ND4OV61TT6, z-value: 3.02
Removed outlier étoile filante-A3F5ND4OV61TT6, z-value: 2.97
Removed outlier feu rouge-A3JSV7SLYMVOMA, z-value: 1000000.00
Removed outlier carte bleue-A3JSV7SLYMVOMA, z-value: 1000000.00
Removed outlier parti politique-A3JSV7SLYMVOMA, z-value: 3.74
Removed outlier pleine lune-AO7S09F7OR511, z-value: 2.55
Removed outlier langue française-AO7S09F7OR511, z-value: 5.31
Removed outlier pied-noir-A3LKTGKSIKL, z-value: 3.61
Removed outlier grippe aviaire-A15F2JTVAJXITI, z-value: 2.58
Removed outlier montagnes russes-A15F2JTVAJXITI, z-value: 4.35
Removed outlier prince charmant-A15F2JTVAJXITI, z-value: 2.51
Removed outlier beau-frère-A15F2JTVAJXITI, z-value: 2.96
Removed outlier numéro vert-A15F2JTVAJXITI, z-value: 4.56
Removed outlier parti politique-A15F2JTVAJXITI, z-value: 3.74
Removed outlier bon vivant-A15F2JTVAJXITI, z-value: 3.08
Removed outlier point mort-A15F2JTVAJXITI, z-value: 2.75
Removed outlier septième ciel-A15F2JTVAJXITI, z-value: 3.20
Removed outlier sucre roux-A15F2JTVAJXITI, z-value: 2.91
Removed outlier brebis galeuse-A30VDWQ0M7I9LY, z-value: 4.60
Removed outlier vie associative-A30VDWQ0M7I9LY, z-value: 3.38
