"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.compound","Input.a_modif","Input.modifier","Input.modif_pos","Input.a_head","Input.head","Input.number","Input.comp","Input.freq-ukWaC","Input.examplesent1","Input.examplesent2","Input.examplesent3","Input.be","Input.have","Input.undefdet_head","Input.undefdet_compound","Input.relatedto_modifier","Input.something_modifier","Answer.Qhead","Answer.Qheadmodifier","Answer.Qmodifier","Answer.comments","Answer.paraphrase1","Answer.paraphrase2","Answer.paraphrase3","Approve","Reject"
"31MCUE39BKM1IDATSB4K8LV2NEUG3X","36BILMLQB763AM8SKDNXFA5B1KJAVC","English noun compounds","You will read a noun compound in English. Then, you will assess the contribution of the meaning of each individual word to the global meaning of the compound. Our goal is to understand how native speakers interpret the meaning of noun compounds.","noun compound, interpretation, expressions, English, English language, semantics, meaning, language, linguistics","$0.10","Mon Nov 16 12:40:44 PST 2015","21","BatchId:2165992;","900","129600","Thu Dec 03 18:44:10 PST 2015","","","308XBLVESI4ZWILDDHI4DS34WMFBRC","A2XKIP0PJ3FJ20","Approved","Mon Nov 16 13:47:28 PST 2015","Mon Nov 16 13:51:11 PST 2015","Wed Nov 18 01:51:11 PST 2015","Tue Nov 17 15:41:29 PST 2015","","","223","100% (3/3)","100% (3/3)","0% (0/0)","ancient history","an","ancient","J","a","history","S","PC","","Things that happened almost a year ago is <strong>ancient history</strong>.","The days of triple-digit growth now seem like <strong>ancient history</strong>.","So... be brave, be ready to change your views... or be <strong>ancient history</strong>.","is","has","a","an","<!--X-->","something","5","0","1","{}","past times","years ago","generations ago"
"31MCUE39BKM1IDATSB4K8LV2NEUG3X","36BILMLQB763AM8SKDNXFA5B1KJAVC","English noun compounds","You will read a noun compound in English. Then, you will assess the contribution of the meaning of each individual word to the global meaning of the compound. Our goal is to understand how native speakers interpret the meaning of noun compounds.","noun compound, interpretation, expressions, English, English language, semantics, meaning, language, linguistics","$0.10","Mon Nov 16 12:40:44 PST 2015","21","BatchId:2165992;","900","129600","Thu Dec 03 18:44:10 PST 2015","","","308XBLVESI4ZWILDDHI4DS34WMMBRJ","AJID5XYTIU6IT","Approved","Mon Nov 16 15:44:32 PST 2015","Mon Nov 16 15:45:55 PST 2015","Wed Nov 18 03:45:55 PST 2015","Tue Nov 17 15:41:29 PST 2015","","","83","100% (33/33)","100% (33/33)","0% (0/0)","ancient history","an","ancient","J","a","history","S","PC","","Things that happened almost a year ago is <strong>ancient history</strong>.","The days of triple-digit growth now seem like <strong>ancient history</strong>.","So... be brave, be ready to change your views... or be <strong>ancient history</strong>.","is","has","a","an","<!--X-->","something","5","2","3","Perhaps there should be a box for when there are situations like this one, when there are figurative speech","Forever ago","Fossil ages","{}"
"31MCUE39BKM1IDATSB4K8LV2NEUG3X","36BILMLQB763AM8SKDNXFA5B1KJAVC","English noun compounds","You will read a noun compound in English. Then, you will assess the contribution of the meaning of each individual word to the global meaning of the compound. Our goal is to understand how native speakers interpret the meaning of noun compounds.","noun compound, interpretation, expressions, English, English language, semantics, meaning, language, linguistics","$0.10","Mon Nov 16 12:40:44 PST 2015","21","BatchId:2165992;","900","129600","Thu Dec 03 18:44:10 PST 2015","","","33SA9F9TRXU2BHEJM2U01ZH6RYNEWY","AJ6W4JZRVBQWT","Approved","Mon Nov 16 17:42:33 PST 2015","Mon Nov 16 17:44:00 PST 2015","Wed Nov 18 05:44:00 PST 2015","Tue Nov 17 15:41:30 PST 2015","","","87","100% (87/87)","100% (87/87)","0% (0/0)","ancient history","an","ancient","J","a","history","S","PC","","Things that happened almost a year ago is <strong>ancient history</strong>.","The days of triple-digit growth now seem like <strong>ancient history</strong>.","So... be brave, be ready to change your views... or be <strong>ancient history</strong>.","is","has","a","an","<!--X-->","something","4","3","3","{}","old news","bygone days","{}"
"31MCUE39BKM1IDATSB4K8LV2NEUG3X","36BILMLQB763AM8SKDNXFA5B1KJAVC","English noun compounds","You will read a noun compound in English. Then, you will assess the contribution of the meaning of each individual word to the global meaning of the compound. Our goal is to understand how native speakers interpret the meaning of noun compounds.","noun compound, interpretation, expressions, English, English language, semantics, meaning, language, linguistics","$0.10","Mon Nov 16 12:40:44 PST 2015","21","BatchId:2165992;","900","129600","Thu Dec 03 18:44:10 PST 2015","","","37UEWGM5HT8YJK3LBKPF7GQVABLR18","A3KKJDVO9DD575","Approved","Mon Nov 16 22:10:50 PST 2015","Mon Nov 16 22:11:41 PST 2015","Wed Nov 18 10:11:41 PST 2015","2015-11-17 23:41:30 UTC","","","51","100% (15/15)","100% (15/15)","0% (0/0)","ancient history","an","ancient","J","a","history","S","PC","","Things that happened almost a year ago is <strong>ancient history</strong>.","The days of triple-digit growth now seem like <strong>ancient history</strong>.","So... be brave, be ready to change your views... or be <strong>ancient history</strong>.","is","has","a","an","<!--X-->","something","5","3","3","{}","past","old news","{}"
"31MCUE39BKM1IDATSB4K8LV2NEUG3X","36BILMLQB763AM8SKDNXFA5B1KJAVC","English noun compounds","You will read a noun compound in English. Then, you will assess the contribution of the meaning of each individual word to the global meaning of the compound. Our goal is to understand how native speakers interpret the meaning of noun compounds.","noun compound, interpretation, expressions, English, English language, semantics, meaning, language, linguistics","$0.10","Mon Nov 16 12:40:44 PST 2015","21","BatchId:2165992;","900","129600","Thu Dec 03 18:44:10 PST 2015","","","39O5D9O87TSQNLSHGRD36E6680W3CI","A3MKRBHS392KO2","Rejected","Wed Nov 18 12:25:45 PST 2015","Wed Nov 18 12:26:42 PST 2015","Fri Nov 20 00:26:42 PST 2015","","Thu Nov 19 04:41:27 PST 2015","Unfortunately, we cannot accept your work. You have not filled out the qualification form: http://goo.gl/forms/zMJ3l4MPpw  We invite you to try again after filling it out, so that we can reconsider your work.","57","0% (0/1)","0% (0/1)","0% (0/0)","ancient history","an","ancient","J","a","history","S","PC","","Things that happened almost a year ago is <strong>ancient history</strong>.","The days of triple-digit growth now seem like <strong>ancient history</strong>.","So... be brave, be ready to change your views... or be <strong>ancient history</strong>.","is","has","a","an","<!--X-->","something","4","0","0","{}","in the past","a dream","behind the times"
"31MCUE39BKM1IDATSB4K8LV2NEUG3X","36BILMLQB763AM8SKDNXFA5B1KJAVC","English noun compounds","You will read a noun compound in English. Then, you will assess the contribution of the meaning of each individual word to the global meaning of the compound. Our goal is to understand how native speakers interpret the meaning of noun compounds.","noun compound, interpretation, expressions, English, English language, semantics, meaning, language, linguistics","$0.10","Mon Nov 16 12:40:44 PST 2015","21","BatchId:2165992;","900","129600","Thu Dec 03 18:44:10 PST 2015","","","39RP059MEHT8Z28L89MNRT9UQ09BMJ","A2QPJN3LPGTPDU","Approved","Mon Nov 16 20:52:35 PST 2015","Mon Nov 16 21:00:56 PST 2015","Wed Nov 18 09:00:56 PST 2015","Tue Nov 17 15:41:35 PST 2015","","","501","100% (12/12)","100% (12/12)","0% (0/0)","ancient history","an","ancient","J","a","history","S","PC","","Things that happened almost a year ago is <strong>ancient history</strong>.","The days of triple-digit growth now seem like <strong>ancient history</strong>.","So... be brave, be ready to change your views... or be <strong>ancient history</strong>.","is","has","a","an","<!--X-->","something","2","3","3","{}","lost","extended time","distant"
"31MCUE39BKM1IDATSB4K8LV2NEUG3X","36BILMLQB763AM8SKDNXFA5B1KJAVC","English noun compounds","You will read a noun compound in English. Then, you will assess the contribution of the meaning of each individual word to the global meaning of the compound. Our goal is to understand how native speakers interpret the meaning of noun compounds.","noun compound, interpretation, expressions, English, English language, semantics, meaning, language, linguistics","$0.10","Mon Nov 16 12:40:44 PST 2015","21","BatchId:2165992;","900","129600","Thu Dec 03 18:44:10 PST 2015","","","3A0EX8ZRN8O8TJXZRCAYLOW1Z9CBYW","A1HKBW2PEUCL6W","Approved","Mon Nov 16 18:13:47 PST 2015","Mon Nov 16 18:15:26 PST 2015","Wed Nov 18 06:15:26 PST 2015","Wed Nov 18 12:11:15 PST 2015","Tue Nov 17 15:41:29 PST 2015","","99","100% (10/10)","100% (10/10)","0% (0/0)","ancient history","an","ancient","J","a","history","S","PC","","Things that happened almost a year ago is <strong>ancient history</strong>.","The days of triple-digit growth now seem like <strong>ancient history</strong>.","So... be brave, be ready to change your views... or be <strong>ancient history</strong>.","is","has","a","an","<!--X-->","something","0","0","0","{}","Ancient knowledge","Older history","Past"
"31MCUE39BKM1IDATSB4K8LV2NEUG3X","36BILMLQB763AM8SKDNXFA5B1KJAVC","English noun compounds","You will read a noun compound in English. Then, you will assess the contribution of the meaning of each individual word to the global meaning of the compound. Our goal is to understand how native speakers interpret the meaning of noun compounds.","noun compound, interpretation, expressions, English, English language, semantics, meaning, language, linguistics","$0.10","Mon Nov 16 12:40:44 PST 2015","21","BatchId:2165992;","900","129600","Thu Dec 03 18:44:10 PST 2015","","","3AAPLD8UCCHM3A1RHYXVZI7KFLOHTK","A3LC1KRWMHUH9I","Approved","Mon Nov 16 23:04:53 PST 2015","Mon Nov 16 23:05:31 PST 2015","Wed Nov 18 11:05:31 PST 2015","Tue Nov 17 15:41:29 PST 2015","","","38","100% (3/3)","100% (3/3)","0% (0/0)","ancient history","an","ancient","J","a","history","S","PC","","Things that happened almost a year ago is <strong>ancient history</strong>.","The days of triple-digit growth now seem like <strong>ancient history</strong>.","So... be brave, be ready to change your views... or be <strong>ancient history</strong>.","is","has","a","an","<!--X-->","something","0","0","0","{}","over with","completed","forever ago"
"31MCUE39BKM1IDATSB4K8LV2NEUG3X","36BILMLQB763AM8SKDNXFA5B1KJAVC","English noun compounds","You will read a noun compound in English. Then, you will assess the contribution of the meaning of each individual word to the global meaning of the compound. Our goal is to understand how native speakers interpret the meaning of noun compounds.","noun compound, interpretation, expressions, English, English language, semantics, meaning, language, linguistics","$0.10","Mon Nov 16 12:40:44 PST 2015","21","BatchId:2165992;","900","129600","Thu Dec 03 18:44:10 PST 2015","","","3C44YUNSI1P7Z23IEL5L3NRPYQAPDE","A2V1T71IR4W2LM","Approved","Mon Nov 16 23:03:13 PST 2015","Mon Nov 16 23:09:09 PST 2015","Wed Nov 18 11:09:09 PST 2015","Tue Nov 17 15:41:31 PST 2015","","","356","100% (88/88)","100% (88/88)","0% (0/0)","ancient history","an","ancient","J","a","history","S","PC","","Things that happened almost a year ago is <strong>ancient history</strong>.","The days of triple-digit growth now seem like <strong>ancient history</strong>.","So... be brave, be ready to change your views... or be <strong>ancient history</strong>.","is","has","a","an","<!--X-->","something","3","2","2","{}","past history","old news","{}"
"31MCUE39BKM1IDATSB4K8LV2NEUG3X","36BILMLQB763AM8SKDNXFA5B1KJAVC","English noun compounds","You will read a noun compound in English. Then, you will assess the contribution of the meaning of each individual word to the global meaning of the compound. Our goal is to understand how native speakers interpret the meaning of noun compounds.","noun compound, interpretation, expressions, English, English language, semantics, meaning, language, linguistics","$0.10","Mon Nov 16 12:40:44 PST 2015","21","BatchId:2165992;","900","129600","Thu Dec 03 18:44:10 PST 2015","","","3HMVI3QICJS7GLF7PFH9FCJSD3L1YF","AVNV337CZ5U8P","Approved","Wed Nov 18 08:16:14 PST 2015","Wed Nov 18 08:16:50 PST 2015","Thu Nov 19 20:16:50 PST 2015","Wed Nov 18 12:11:16 PST 2015","","","36","100% (24/24)","100% (24/24)","0% (0/0)","ancient history","an","ancient","J","a","history","S","PC","","Things that happened almost a year ago is <strong>ancient history</strong>.","The days of triple-digit growth now seem like <strong>ancient history</strong>.","So... be brave, be ready to change your views... or be <strong>ancient history</strong>.","is","has","a","an","<!--X-->","something","3","3","3","{}","history","a long time ago","in the past"
